,year,gender,words,sentences,total_words,total_sentences,words_perc,sentences_perc,cast_perc_gender
0,1989,female,8906.0,1542.0,33725.0,5708.0,26.407709414381024,27.014716187806588,24.489795918367346
1,1989,male,24819.0,4166.0,33725.0,5708.0,73.59229058561898,72.98528381219342,75.51020408163265
2,2015,female,20385.0,3295.0,72918.0,10741.0,27.95606023204147,30.676845731309932,34.18803418803419
3,2015,male,52533.0,7446.0,72918.0,10741.0,72.04393976795853,69.32315426869008,65.8119658119658
4,2017,female,21828.0,3277.0,66010.0,9902.0,33.06771701257386,33.094324378913356,32.323232323232325
5,2017,male,44182.0,6625.0,66010.0,9902.0,66.93228298742615,66.90567562108664,67.67676767676768
