,race_simple,words,sentences,total_words,total_sentences,words_perc,sentences_perc,cast_perc_race
0,POC,15172.0,2377.0,172653.0,26351.0,8.787568127979242,9.020530530150658,11.320754716981133
1,White,157481.0,23974.0,172653.0,26351.0,91.21243187202076,90.97946946984933,88.67924528301887
